shortcode,images,company,post_id,date,post_description,accessibility_caption,count_likes,count_comments,location,comments_disabled,is_ad,is_video
CSFCNKtr-kz,"[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/230364212_1209600006168166_5976309370170977419_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=tHODhY14rBQAX-5Wrdy&edm=AABBvjUBAAAA&ccb=7-4&oh=aa04c2a7df78a003f469ab63bd8238ae&oe=61506ADD&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/231490207_553719029108849_2955753934038429512_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=QaMiWRyPbq0AX9UW8Z4&edm=AABBvjUBAAAA&ccb=7-4&oh=5fc6636e59ce3879b27846a718b32b5d&oe=61502542&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/228807419_1471420596541707_6784674150574646175_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=LHr12cAqnlUAX_lJIPN&edm=AABBvjUBAAAA&ccb=7-4&oh=5a551b7b6040b866f19e57ff73f01c38&oe=61509937&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/229166507_209107761225462_7574256090569869719_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Rv7eIYVGnuUAX8CjGJx&edm=AABBvjUBAAAA&ccb=7-4&oh=29db4f3c60d94fd1dedc7728646c52a7&oe=6150D1FB&_nc_sid=83d603'}]",proctergamble,2631519258218064179,519,"We’ll be honest: the stats about girls in sports are stark: 
By age 14, girls drop out of sports 2X the rate of boys.* 
Only 0.4% of sports sponsorships* go to female athletes.** 
Less than 4% of sports media coverage is dedicated to women.*** 
 
@secretdeodorant aims to change these stats. When we don’t watch girls play, they don’t see a future in sports. We <3 that Secret is empowering all girls and women athletes like Paralympic Superstar and Gold Medalist @oksanamasters so the next generation of stars keep playing in the sport they love. Just #WatchMe. 
 
Click our Link In Bio to learn more! 
______________ 
* According to the Women’s Sports Foundation’s “Go Out and Play: Youth Sports in America” report. 
**According to the United Nations Educational, Scientific, and Cultural Organization, from the last year the data was available. Excludes the World Cup. 
***According to womeninsport.org.",,519,14,,False,False,False
CRRysSXjzEx,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/217569035_316014913584166_7743461018577319833_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=jgckKqmXTSEAX8yMk_Z&edm=AABBvjUBAAAA&ccb=7-4&oh=8268fc007d0d115bf6e89efe84ca662c&oe=614C03F6&_nc_sid=83d603'}],proctergamble,2617095804184113457,143,"🗓 Save the Date 🗓

We’re excited to join up again with @glblctzn for #GlobalCitizenLive, featuring @teddysphotos, @lorde, @theweeknd, @bts.bighitofficial & more, is on Sept. 25! Live across 6 continents, this 24-hour, once-in-a-generation broadcast + livestream event will bring the world together to defend the planet & defeat poverty. 

It’s just one more way we’re stepping forward to #LeadWithLove. Tap the link in bio for more.",,143,17,,False,False,True
CRWhLjijG5G,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e15/217460788_1220547388386160_2387231763066112312_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=1NndmKy0RdEAX_digUD&edm=AABBvjUBAAAA&ccb=7-4&oh=90bfef75fcd24546bdd06dfe28855842&oe=614C9245&_nc_sid=83d603'}],proctergamble,2618426162972225094,128,"@ScoutBassett’s determination on the track is as inspiring as her commitment to mentoring young athletes with disabilities, teaching them to reach beyond societal barriers. Watch Scout #LeadWithLove in this film. #PGPartner #ChangeStartsWithSport",,128,7,,False,False,True
CRbpTH3j26o,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/218050188_342187500945987_5811407882954726877_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=B6W5j6M8fxoAX88GSxE&edm=AABBvjUBAAAA&ccb=7-4&oh=cd58e99d6de8042440c41600f4e93538&oe=614C4B81&_nc_sid=83d603'}],proctergamble,2619869242271428264,131,,,131,2,,False,False,True
CSRk5u3DlUI,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/234189816_533550764644855_4812110195691622129_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=AgXzVkxcvPMAX-PeOr6&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=9cb13e51c598412261da5b1283b87673&oe=614C38EF&_nc_sid=83d603'}],proctergamble,2635049553988834568,86,"Honored to spend time with #Tokyo2020 athletes, @mariahduran_, @alicedearingx, @erica.sully and @briantmpr, who inspire us with their acts of good. Not only are they amazing competitors, they are also committed to serving others by stepping up for equality and inclusion, and for their communities. Special thanks to @nastialiukin and @guskenworthy for hosting such an important conversation - it is one you don't want to miss! Check out the Athletes for Good Fund panel through our link in bio. #LeadWithLove #Tokyo2020 #StrongerTogether",,86,2,,False,False,True
CRT58xEt2x9,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/217673103_556661149021318_4715295099629828507_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=FbfMrxP3_GQAX_Fq5vB&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=2e2853c18bab453a080be3e363fc970a&oe=61500B63&_nc_sid=83d603'}],proctergamble,2617690672944606333,581,"✨ Made with essential oils 
🚫 Never tested on animals 
🌿 Good ingredients only (no parabens, dyes, phthalates) 

 Check out @quietandroarbody, our newest line of multi-sensorial body care products, designed to restore your mind and body. Free of parabens, phthalates and dyes, all Quiet & Roar products are also @peta #crueltyfree. Click the #linkinbio for deets!",,581,23,,False,False,False
CSCUEWur34x,"[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/229961245_304053048176235_110484624535499710_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=faH8gyf0vMYAX8Zn01U&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=ae4f1abe78122ef01d43faa6c6844bc8&oe=615057C9&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/228120182_348966540295572_3064350434228999191_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=JMVCe9RhMygAX_bjKei&edm=AABBvjUBAAAA&ccb=7-4&oh=a45fa452148eb5c10f1a377eda4148cd&oe=6151B74D&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/229013374_576037080059330_1548451566797845426_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=ZIlxwcEIpFAAX80TNp3&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=2c993d3f4a27e17005168d01ea298750&oe=61509F21&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/228556009_2995872557356347_753808870552086196_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=9fnS8RC0WW8AX8ipGNp&edm=AABBvjUBAAAA&ccb=7-4&oh=b32c81fca3d645d60724b7ef10668624&oe=61519297&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/229571623_519485495813346_3380162401458640872_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=XQrRyCFywLYAX_5aBBt&edm=AABBvjUBAAAA&ccb=7-4&oh=0a9a51648c664024c927aebe88c3313b&oe=61513380&_nc_sid=83d603'}]",proctergamble,2630753392551493169,218,"In a word: stunning.
 
Check out some of our favorite photos from @melaninandhalide from the incredible CMF Outdoor Museum, presented through @artswave, @krogerco and P&G.
 
This curated exhibit of outdoor artwork highlights 15 Black-owned businesses and artists that have been paired together to create a unique exhibition focused on supporting local artists, local businesses and the celebration of businesses being back open, thriving and creating a diverse community. The exhibition will be dispersed throughout Cincinnati’s Washington Park for a month’s long installation and then travel to Court Street to be on display for a period of time before heading back to the business to be proudly displayed within their space.
 
Check out the #linkinbio to get the complete list of artists and where you can see the display throughout the month.
 
💙Got a favorite? 💙Mention them in the comments!",,218,0,Washington Park,False,False,False
CS7G0L7Dz21,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/240272006_246409160675132_6177783584966039104_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=S5ffek_V95IAX_dIRBD&edm=AABBvjUBAAAA&ccb=7-4&oh=f8a075068e949433c090f9b0579ab55a&oe=614BFB0F&_nc_sid=83d603'}],proctergamble,2646739180504169909,146,"Are you a fan of virtual worlds? All immersive technology where you get to create an avatar and a digital identity? That is Ioana Matei’s life every day! 

Ioana is a P&G trailblazer as the architect behind #PGLifeLab - an immersive virtual world that showcases P&G innovations for all to explore. #PGInnovation 

Ioana says her love for technology started as a young girl playing Atari. Her dad would have to limit her time on the gaming system because it would overheat! 

Ioana lives her passion outside of work, too! She champions women in immersive technology through an NGO she started in Europe. Outside of work she stays in creative spaces – making art and films alongside her husband, who is a horror genre filmmaker. Swipe left to see Ioana directing! 

The Signal Trailblazers series features P&G, managers and executives around the globe who are innovating new ways to make business a force for good and a force for growth. #PGTrailblazers #PGSignal",,146,2,,False,False,True
CRgw0discxj,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/220656468_240390541242308_5813334563692022876_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ys7_oU521UcAX8u2H7U&edm=AABBvjUBAAAA&ccb=7-4&oh=9cae13e6d15429dff04bd82f940955ba&oe=6150C5E3&_nc_sid=83d603'}],proctergamble,2621309694495542371,217,"""Sustainability is not a job, it's a mission."" 

Meet James McCall, P&G’s Senior Director of Global Climate and Supply Chain Sustainability. James leads all things climate change and supply chain sustainability at P&G, including creating and maintaining many of our critical partnerships needed to drive sustainability at a global scale throughout our supply chain.
 
His passion for protecting our common home stems from the knowledge that we don’t inherit the planet from our parents – we borrow it from our kids and grandkids. As a father, James hopes that his children can create the same memories in nature that he was lucky enough to growing up, which is why he’s doing everything he can to positively impact our 🌎 for his family and generations to come. 

Want to find James outside of work? He'll be hiking, kayaking, or working with one of our NGO partners to plant and protect trees around the world.  #ItsOurHome""",,217,7,,False,False,False
CR68VeljBXh,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/225822974_508804573534806_3845395127095323957_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=5sGfnO5UrwYAX9OgP6J&edm=AABBvjUBAAAA&ccb=7-4&oh=2309374f7422b2a74b02944474b8da1e&oe=614C6752&_nc_sid=83d603'}],proctergamble,2628678691265975777,214,"Roar with us if you love tigers on #GlobalTigerDay 🐅
 
The wild Malayan tiger population in Malaysia has dropped by 50% in 10 years, which is why we’re working with @wwfmy to protect this critically important and endangered species. Together, we’re preserving tiger habitats in Peninsular Malaysia and supporting local anti-poaching efforts to help ensure the Malayan tigers’ survival for years to come. Our work is part of a program that has helped reduce poaching by 60%. Learn more at the link in our bio #ItsOurHome",,214,3,,False,False,True
CQ3u570D2tc,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/210077911_176819861003513_7887640571019843573_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=yrccbIjuCB0AX_KDd5Z&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=829696612cb01cbf5e5f1f140052ff09&oe=614C6647&_nc_sid=83d603'}],proctergamble,2609760800458369884,154,"When Brooke and Breanna Bennett learned that some girls miss school because they lack access to the period products they need, they decided to do something about it. They started @wit.womenintraining - an organization aimed at ending period poverty by providing period products to young people who cannot afford them, advocating for legislative change championing other social issues to help empower young women. The Always team donated 20,000 pads to help their cause and recognized them as one of their Period Heroes in October 2020. Thanks to our partner @katiecouric for sharing their story! #LeadWithLove",,154,5,,False,False,True
CTkAfTQrJEe,"[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/241452383_585146262669531_5579916659167727685_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=QaAQ-FyuB0AAX_-fBq9&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=af1c79edd348907cbfaeb96e3eec238a&oe=6150D57D&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/241510647_415750286649361_3738924045602060144_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=WfyuN3BkFOcAX_2K64-&edm=AABBvjUBAAAA&ccb=7-4&oh=302ed4b6968a6b7a187560533872ae1d&oe=61507B91&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/241487212_1162397254253506_3177448375344491939_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Go2neVqiRZQAX9e2GM_&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=6a20e026a53aab1aae89b713a21a4219&oe=6150A255&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/241314706_175244551390469_1764562200384777021_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=aOzh0vPDscoAX_yJBJp&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=c010a1c3d2e3c5136e63f126fd216569&oe=615172D1&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/241200575_207557358074454_7264851849947964320_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=SUJVt3klwRcAX9j-9WV&edm=AABBvjUBAAAA&ccb=7-4&oh=ea5ae306ca63fdf1d42aa9e2e78c3672&oe=6150D11D&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/241461440_1703609943177332_4667111974029844504_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=PnpJwCKUaS4AX8IVfUZ&edm=AABBvjUBAAAA&ccb=7-4&oh=70f463b991c92caabd14b11d9c68af71&oe=6151AAD8&_nc_sid=83d603'}]",proctergamble,2658251831040053534,438,"From our 2021 Annual Report: What does it mean to be superior? To us it means delivering a higher standard of excellence across the board and here is how we do this: 
 
Superior products – take the @OralB iO power brush for example. It improves brushing with position-sensing technology #OralBWow. Another example? Award winning toothpastes like @Crest’s Gum Detoxify and the latest in teeth whitening, #WhiteningEmulsions. 
 
It means superior packaging. Packaging that helps consumers pick out the right product for their needs and that delivers on sustainability. @gillettevenus are making the move toward plastic-free packaging in the U.S. & Europe. 
 
It means superior communication about brands and products that drive category and brand growth. For example? @Pantene 
 
It means superior retail execution that bolsters the P&G consumer and customer experience @Fairy 
 
It means delivering on consumer and customer value. @Always_brand ZZZ launched after a need was identified from pad users who were experiencing leaks overnight. 
 
It means a higher standard of excellence. P&G was recognized by IRI for having 10 of the top 25 nonfood products on their 2020 New Product Pacesetters list, which recognizes the most successful product launches in the U.S. 
 
To learn more about the company strategy and what superiority means to us, click #linkinbio.",,438,8,,False,False,False
CSjrDwTD8C_,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/236038985_3633560220201530_8290663193932209489_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=L9Cuap-baC8AX9QP73P&edm=AABBvjUBAAAA&ccb=7-4&oh=9fb6e5287834a953d6394adb431f707d&oe=615081CA&_nc_sid=83d603'}],proctergamble,2640143180587057343,327,"At P&G, we believe #LGBTQVisbility is vital on and off the field. We’re stepping up our efforts with a $100,000 commitment to support @athleteally, a nonprofit LGBTQ+ athletic advocacy group that is focused on making athletic communities more inclusive and less discriminatory and helping athletes to advocate for #LGBTQ equality. Learn more about our collaboration with Athlete Ally by checking #linkinbio to grab a shirt via @thephluidproject and show your support!",,327,4,,False,False,False
CS9YvgZLBqq,"[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/240406076_537233580722360_6346206507211947637_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=glrx0cfAcZAAX8oWt7y&edm=AABBvjUBAAAA&ccb=7-4&oh=dda3f11078018d4bad1c8db215289013&oe=61500CAF&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/240460624_340128131129553_2333124922196004677_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=ESNUiAIftj0AX8bYCtp&edm=AABBvjUBAAAA&ccb=7-4&oh=755f6379f83e332c192c335aea44bcc5&oe=61517B45&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/240407269_215769060503488_4468785117486199952_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=XIz_1vPGggkAX-oIEhM&edm=AABBvjUBAAAA&ccb=7-4&oh=3dda21f4f2a10301568fd6336e059738&oe=615093A1&_nc_sid=83d603'}]",proctergamble,2647380973677451946,399,"Whether we’re celebrating the first female line leaders in our Saudi Arabia operations, the team behind our #WidenTheScreen initiative to increase the visibility of Black creators, or the internal work our teams are doing to advance Disability Confidence or help women in STEM return to work, we’re honored to work alongside each of these barrier breakers. 
 
Head to our stories to learn more about their journeys. #UniqueAndUnited",,399,8,,False,False,False
CSPlMdELQwh,"[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/234425571_1013463296065686_4437472089317704985_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=8_sCoMNc944AX-4Imgx&edm=AABBvjUBAAAA&ccb=7-4&oh=cc218c93ae5d6d930e2f5014d49e44b6&oe=61515856&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/233427108_954563248722524_5805830555229783144_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=eWzC4dOZuNIAX9Iupgq&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=bba31778619cf27544c8a34ffda569ef&oe=614C8A8A&_nc_sid=83d603'}]",proctergamble,2634487890598235169,174,"Presenting The Tent Mender, an intimate look inside the world of homelessness on Skid Row produced in partnership with @tidelaundry, @Hand Made Productions and the Story Lab. Watch now on @imdbtv #LoadsofHope #TheTentMender",,174,6,,False,False,False
CQoJfEvjF7c,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e15/208859813_527395488407394_7922772553504146874_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=hxaL1tzB1FkAX9EiysE&edm=AABBvjUBAAAA&ccb=7-4&oh=0cc389d388783396ae0b9c503c86486d&oe=614C1DB8&_nc_sid=83d603'}],proctergamble,2605374102248906460,141,"Pastor Rudy Rasmus knows firsthand how it feels not to be understood. Today, he dedicates his life to helping those less fortunate feel loved and included. As the co-founder of @breadoflifehoutx, and how he works with our partner @m252_org to distribute P&G products to serve both the unsheltered and underserved communities. 

Pastor Rudy’s work is one example of how we’re stepping forward to #LeadWithLove. Watch the five-part series produced with @katiecouric.",,141,8,,False,False,True
CTuZ_qKjmcL,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e15/241732506_361797915590349_6309268737291518935_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=LN6r7mjEjVgAX-68iHI&edm=AABBvjUBAAAA&ccb=7-4&oh=120259e877d703f87371b08714bf57fc&oe=614C18D5&_nc_sid=83d603'}],proctergamble,2661178755586615051,110,Sound on: “Powering Progress” delivers a powerful message about our commitment to addressing negative and stereotypical portrayal of Hispanics in America and empowering Latino communities to continue progressing. #HHM #Equality #Inclusion #HispanicStar,,110,4,,False,False,True
CT4t1jdjIUf,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/242054856_1738605553193833_2831264160543964215_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=vrLcUub4rRAAX_m3yeP&edm=AABBvjUBAAAA&ccb=7-4&oh=1f96a6be7a4b920bef5fad867fbf4bbd&oe=614C8674&_nc_sid=83d603'}],proctergamble,2664080771891627295,113,"La nueva campaña de P&G - “Powering Progress” - ofrece un mensaje poderoso para combatir los estereotipos e imágenes negativas con la que se suele representar a los hispanos en América, a la vez que intensifica nuestro compromiso a seguir apoyando el desarrollo de las comunidades latinas.
 
El video que introduce la campaña fue creado con la ayuda de la agencia creativa ALMA y también está disponible en inglés. #linkinbio",,113,1,,False,False,True
CUCuuakMiOm,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/242227777_543578840048780_4157954859417275293_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=YrTA-Ew2_18AX-eDkPD&edm=AABBvjUBAAAA&ccb=7-4&oh=8aaab589aa537f2d0f9aa2a8537a2cf2&oe=614C19F0&_nc_sid=83d603'}],proctergamble,2666899429116748710,95,"P&G trailblazer Frantz Beznik has always been fascinated by water. He says it started as a young boy growing up near the beach in Southern France. 
 
Today, Frantz is living his passion through his work with @50LHome. He launched the 50 Liter Home initiative after he saw the water crisis in Cape Town, South Africa with his own eyes. 
 
50LHome is an innovative initiative that aims to re-invent the future of water consumption inside our homes by making 50 liters of water feel like 500 liters. 
 
The Signal Trailblazers series features P&G, managers and executives around the globe who are innovating new ways to make business a force for good and a force for growth. #PGTrailblazers",,95,3,,False,False,True
CQ1BASRD_T7,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/209842063_514015556582832_633031308788651098_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=TgZC-S3nfIAAX8aqbMu&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=f353ba2a75ab541bb921c5a15b59ea06&oe=614C322A&_nc_sid=83d603'}],proctergamble,2608995976791192827,164,"#Flashback to the premiere of #846films earlier this month at #Tribeca2021 – four short films created to tell stories of Black love and joy directed by @zoeymartinson, @CamrusJ, Gibrey Allen and Marshall Tyler. Find out more at #LinkInBio. #WidentheScreen 

8:46 is the time it took to take a Black man's life. It's time to reclaim this number and take the time back.",,164,2,,False,False,True
CT7Na-TNO2S,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/242034254_368749954943291_1870751701289873152_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=JNiepEYOvjwAX9B9nPH&edm=AABBvjUBAAAA&ccb=7-4&oh=cbbbb6cab8c30feb4476cd3d54fa113b&oe=61506E0B&_nc_sid=83d603'}],proctergamble,2664782632725048722,144,"P&G people are the foundation of our unique and positive culture – and our continued success. We recognize the dedication of our P&G parents to making life better for people all around the world and to raising great kids. 

We’re glad to offer benefits that support them and their families at all stages of their lives. It’s just one way we let them know how much we appreciate everything they do. #NationalWorkingParentsDay #GreatPlaceToWork",,144,4,,False,False,False
CQgRsPrtO9Y,"[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/207265315_510765790168118_5570263881395604273_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=JhIfqBO-c8oAX-W3Zna&edm=AABBvjUBAAAA&ccb=7-4&oh=0060c0b3b3836609ab16069da5705a5e&oe=6150EA02&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/207220977_956739728448450_5174383393621093767_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=MQ149Z8Q-7AAX_B41RZ&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=f1412ad79d6ba0aab1d0872509c19a49&oe=61512E17&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/206369825_118878353740943_4036819947854760981_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=-Yrec5HFye4AX9nNRpg&edm=AABBvjUBAAAA&ccb=7-4&oh=6609d23e7557f384ea4be2d8036f532f&oe=6151C033&_nc_sid=83d603'}]",proctergamble,2603158391907217240,246,"We are inspired by the actions of Olympic and Paralympic athletes. 
 
On and off the field, their stories affect positive change in the world. 
 
Click the #linkinbio to learn more about how P&G is using creativity to think differently and inclusively represent all people in advertising and media. #CannesLions2021 #WidenTheScreen",,246,3,,False,False,False
CTxJlSjDbsp,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/241803960_1783833698490024_5516194161148040016_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=zXewdr3g3MwAX-T085A&edm=AABBvjUBAAAA&ccb=7-4&oh=5e1bfd04ee8e9b785a87387ac7b2bae2&oe=614C36C6&_nc_sid=83d603'}],proctergamble,2661950999707368233,89,"What P&G trailblazer Kishore Karuppan is describing in this video is called “entrepreneur joy.” It is something he says he felt as he launched CuBe – an innovation that uses block chain technology to prevent coupon fraud. #PGInnovation 
 
Kishore and his team are disrupting a decades old industry – #couponing! CuBe has already saved companies like P&G billions of dollars. If you Google Kishore’s name you will find that CuBE is patent pending! #PGInnovation 
 
As the middle child out of 5 boys, Kishore says he always felt the need to prove himself. This mentality helped drive him to create CuBE despite many opportunities to give up. 
 
To learn more about CuBE and what it could mean for the future of coupons, click #linkibio. 
 
The Signal Trailblazers series features P&G, managers and executives around the globe who are innovating new ways to make business a force for good and a force for growth. #PGTrailblazers #PGSignal",,89,6,,False,False,True
